D,759,84,1-22-2013
A+,995,68,1-22-2014
A,505,49,1-21-2017
F,753,53,1-25-2004
B,657,27,1-22-2015
F,484,37,1-22-2016
F,180,39,1-22-2014
A,915,20,1-25-2004
B,103,90,1-21-2017
B,682,81,1-21-2019
A,788,20,1-22-2013
C,220,31,1-23-2009
A+,118,11,1-21-2019
B,100,86,1-23-2009
D,386,3,1-21-2017
A,603,18,1-24-2008
D,427,17,1-20-2022
B,507,36,1-22-2014
B,777,22,1-23-2009
F,199,46,1-24-2006
A,312,47,1-21-2018
B,187,19,1-23-2011
F,332,75,1-22-2016
C,306,94,1-23-2010
B,779,56,1-21-2019
C,605,56,1-22-2015
B,113,55,1-21-2020
C,76,76,1-25-2004
B,400,11,1-25-2004
A,662,24,1-20-2023
D,3,78,1-22-2016
F,436,38,1-21-2018
B,675,59,1-23-2010
B,409,16,1-22-2015
A,565,8,1-21-2017
D,221,53,1-21-2017
C,575,1,1-24-2007
B,376,15,1-20-2022
F,932,70,1-24-2007
B,313,78,1-20-2024
B,773,67,1-24-2007
B,13,24,1-21-2020
A,78,40,1-23-2009
D,395,74,1-21-2020
A+,835,56,1-23-2011
F,491,22,1-25-2004
A,978,31,1-23-2012
A+,867,39,1-22-2016
B,725,40,1-23-2012
D,764,50,1-21-2019
D,404,52,1-23-2012
F,86,94,1-21-2020
B,737,70,1-20-2023
D,569,30,1-21-2017
D,481,66,1-20-2022
F,448,81,1-24-2006
F,254,25,1-21-2019
B,894,12,1-24-2005
C,300,67,1-21-2020
C,274,16,1-22-2015
A,450,17,1-25-2004
F,581,86,1-21-2020
A,464,52,1-23-2010
F,610,0,1-20-2024
C,830,3,1-21-2020
C,864,22,1-24-2006
A,941,21,1-20-2021
A,376,75,1-20-2022
D,339,49,1-24-2006
A+,498,95,1-21-2020
F,304,93,1-21-2019
F,364,1,1-22-2015
A+,508,2,1-24-2005
F,407,55,1-24-2008
C,107,23,1-20-2022
D,43,84,1-23-2009
A+,627,68,1-24-2006
B,682,2,1-21-2020
D,930,47,1-20-2021
C,706,86,1-23-2012
F,903,69,1-20-2024
B,353,52,1-20-2021
B,543,21,1-20-2023
A+,941,21,1-24-2005
C,122,3,1-24-2006
A+,494,3,1-24-2007
D,800,47,1-22-2016
A,763,82,1-20-2024
B,910,25,1-21-2020
D,966,32,1-24-2005
D,139,4,1-22-2014
B,591,51,1-24-2006
C,809,48,1-24-2005
F,321,36,1-22-2014
A+,335,60,1-22-2015
F,908,40,1-22-2015
A,23,48,1-21-2020
F,345,27,1-21-2018
F,194,39,1-23-2012
C,629,68,1-23-2009
A,20,16,1-23-2011
F,625,88,1-23-2010
D,930,62,1-21-2020
A+,920,72,1-25-2004
D,633,8,1-25-2004
C,193,61,1-20-2022
A,972,88,1-23-2009
A,246,95,1-21-2019
B,173,53,1-22-2013
D,793,6,1-24-2008
A,566,67,1-21-2017
B,632,55,1-20-2023
F,966,37,1-20-2022
D,573,17,1-21-2017
A,703,91,1-23-2011
C,33,27,1-21-2017
A,517,15,1-24-2006
B,889,7,1-24-2005
B,191,78,1-21-2019
A+,239,24,1-22-2013
B,772,30,1-25-2004
F,177,36,1-20-2022
D,959,64,1-20-2024
A+,561,53,1-21-2017
B,699,40,1-22-2014
F,724,91,1-24-2007
A,366,24,1-21-2017
F,715,72,1-20-2022
A,570,91,1-23-2010
F,50,78,1-24-2006
C,153,41,1-23-2012
C,39,58,1-23-2009
B,644,70,1-23-2011
A,879,81,1-23-2009
D,54,42,1-20-2024
B,194,76,1-23-2012
B,785,41,1-25-2004
F,744,15,1-23-2010
A,7,13,1-21-2018
A,396,83,1-23-2009
A,325,58,1-23-2009
A+,284,86,1-22-2014
C,558,86,1-22-2015
A+,238,92,1-22-2013
A+,795,54,1-24-2007
A,574,35,1-22-2013
C,679,6,1-21-2017
B,322,51,1-23-2011
A+,335,40,1-22-2013
F,418,80,1-21-2017
A,771,11,1-20-2024
A,82,41,1-23-2012
C,260,67,1-20-2024
A+,650,87,1-20-2021
B,423,95,1-22-2016
B,377,54,1-21-2017
A+,62,88,1-24-2007
D,772,35,1-23-2011
A+,757,12,1-20-2021
A,513,5,1-21-2019
F,530,10,1-23-2009
A,904,95,1-22-2013
B,424,95,1-24-2005
F,148,10,1-21-2017
D,680,89,1-23-2009
F,872,87,1-20-2024
A,422,5,1-21-2019
C,540,92,1-23-2012
A+,819,91,1-23-2011
A+,654,56,1-22-2014
A+,765,32,1-20-2021
A+,134,82,1-20-2023
B,279,76,1-24-2007
F,589,27,1-24-2007
A+,101,3,1-24-2008
A+,344,2,1-23-2011
F,808,0,1-22-2013
F,319,52,1-24-2005
C,394,13,1-22-2013
A,466,58,1-22-2016
F,768,50,1-21-2020
A,75,20,1-22-2016
D,603,62,1-21-2020
A,72,75,1-24-2005
C,400,29,1-21-2019
A,256,24,1-21-2017
C,277,12,1-21-2020
A,500,94,1-23-2011
A,203,22,1-20-2021
C,104,61,1-22-2014
D,605,20,1-21-2020
B,743,58,1-22-2013
D,800,61,1-24-2005
D,515,63,1-23-2012
F,174,47,1-21-2017
A+,106,86,1-23-2011
A+,525,95,1-23-2011
F,734,40,1-24-2006
F,852,47,1-20-2022
A,841,10,1-23-2010
B,254,16,1-24-2006
B,11,62,1-20-2021
A,433,70,1-20-2021
F,601,85,1-24-2005
A+,659,11,1-25-2004
D,593,53,1-21-2017
D,817,33,1-20-2023
A+,888,72,1-21-2018
B,721,2,1-21-2017
B,736,14,1-20-2023
B,926,21,1-21-2018
F,65,33,1-22-2013
A+,509,9,1-20-2021
A+,49,72,1-21-2020
F,152,62,1-23-2010
C,394,56,1-24-2005
A+,765,66,1-20-2023
A+,947,24,1-21-2017
A+,489,81,1-22-2013
C,810,31,1-21-2018
D,26,11,1-20-2024
A,492,8,1-23-2012
B,821,93,1-23-2009
C,399,55,1-24-2006
F,342,51,1-24-2006
A,889,94,1-24-2005
A,53,67,1-22-2015
D,483,27,1-24-2007
A,941,90,1-22-2016
A+,23,87,1-21-2019
A,750,17,1-23-2011
A,520,28,1-22-2015
D,159,59,1-23-2011
D,252,22,1-22-2013
B,328,69,1-22-2014
A+,653,79,1-20-2023
A+,47,86,1-20-2022
A+,914,44,1-21-2020
A+,494,58,1-21-2019
F,241,76,1-21-2020
A+,263,34,1-24-2007
B,40,28,1-22-2015
A+,981,4,1-22-2014
C,966,21,1-22-2014
A+,548,21,1-20-2024
B,372,84,1-20-2024
A+,898,24,1-20-2021
F,374,9,1-23-2009
A,608,88,1-22-2013
A,666,78,1-21-2017
B,574,3,1-21-2020
C,154,15,1-25-2004
F,673,2,1-23-2009
D,31,76,1-21-2017
B,302,11,1-24-2008
F,413,84,1-25-2004
A+,657,35,1-22-2014
D,942,1,1-24-2006
A,221,35,1-20-2023
A+,260,58,1-24-2005
F,597,19,1-23-2010
A+,852,88,1-21-2020
A+,279,86,1-20-2024
A+,143,24,1-24-2005
B,998,24,1-20-2021
A,202,61,1-20-2024
F,93,64,1-23-2010
B,491,43,1-20-2023
A,757,77,1-22-2013
B,181,3,1-22-2016
A+,968,54,1-23-2010
A,685,67,1-24-2008
C,75,49,1-22-2015
A+,73,75,1-21-2020
F,821,16,1-23-2011
A+,925,72,1-22-2015
A+,708,60,1-21-2020
D,283,92,1-24-2007
F,420,92,1-20-2023
C,915,39,1-21-2020
A+,591,14,1-24-2007
C,661,64,1-20-2021
A+,242,70,1-20-2024
D,670,90,1-20-2021
D,873,31,1-23-2009
A,96,59,1-24-2006
A+,342,10,1-22-2013
C,309,70,1-24-2007
B,436,77,1-20-2022
F,3,16,1-21-2020
C,624,54,1-20-2023
A+,101,28,1-24-2005
F,915,41,1-20-2023
D,840,14,1-24-2005
A,809,30,1-22-2015
C,259,62,1-24-2005
B,253,77,1-22-2013
A+,241,24,1-21-2018
C,318,61,1-23-2011
A+,705,70,1-21-2020
D,807,26,1-20-2024
D,981,28,1-20-2024
F,364,26,1-21-2019
D,44,85,1-23-2012
F,556,73,1-22-2016
A+,480,38,1-20-2024
A+,580,44,1-21-2020
A,215,79,1-25-2004
F,360,24,1-21-2018
A,780,36,1-21-2017
A+,973,34,1-24-2005
C,938,89,1-24-2006
A,574,82,1-22-2013
B,470,38,1-22-2013
A,192,64,1-20-2024
A+,876,48,1-21-2018
D,362,15,1-24-2008
B,371,30,1-21-2017
B,481,69,1-20-2022
A+,430,45,1-23-2012
B,290,21,1-24-2005
A,416,52,1-21-2017
A,572,9,1-21-2017
A,403,77,1-24-2005
B,457,47,1-21-2018
D,224,80,1-20-2024
B,82,52,1-21-2018
A,111,19,1-23-2010
A,734,22,1-23-2009
F,223,37,1-21-2020
A,27,10,1-23-2010
D,827,68,1-21-2018
A,107,65,1-23-2012
A,446,25,1-21-2020
D,542,80,1-22-2015
A+,710,85,1-22-2013
B,509,6,1-20-2022
C,571,51,1-20-2024
F,506,39,1-20-2023
A,660,35,1-23-2011
A,119,16,1-24-2005
C,616,5,1-20-2021
F,197,31,1-22-2015
C,236,91,1-23-2009
A,673,39,1-23-2012
F,816,47,1-24-2007
A+,830,76,1-21-2018
C,123,86,1-25-2004
A,244,66,1-25-2004
A,300,38,1-21-2019
A,691,84,1-20-2024
D,446,47,1-22-2016
A+,195,88,1-23-2011
D,408,27,1-24-2007
A,732,21,1-25-2004
F,33,63,1-22-2013
A+,864,25,1-21-2017
A+,823,85,1-24-2007
C,298,35,1-23-2009
D,900,71,1-20-2022
A+,953,57,1-20-2023
D,212,89,1-20-2021
C,913,23,1-22-2013
F,544,69,1-21-2019
A,114,55,1-22-2014
C,678,61,1-21-2020
D,832,76,1-24-2008
C,184,59,1-24-2008
A,728,65,1-23-2012
C,425,51,1-23-2011
D,773,1,1-24-2007
F,326,64,1-25-2004
D,839,60,1-21-2018
C,189,31,1-24-2006
D,501,6,1-21-2020
B,419,90,1-24-2005
F,543,87,1-20-2023
A,512,30,1-22-2015
A,3,82,1-21-2017
A+,655,67,1-24-2005
A,748,66,1-24-2008
D,650,58,1-22-2013
F,695,71,1-20-2024
F,835,69,1-23-2009
F,881,70,1-22-2016
A,984,54,1-24-2005
D,13,89,1-24-2006
C,762,81,1-21-2018
A+,508,23,1-24-2008
A+,886,12,1-22-2016
A,816,21,1-21-2019
F,343,6,1-23-2009
A,936,21,1-24-2006
B,848,0,1-21-2020
F,368,62,1-25-2004
F,914,10,1-21-2020
A+,332,9,1-24-2007
D,0,84,1-21-2019
C,706,35,1-22-2013
A+,134,71,1-20-2024
F,49,16,1-24-2006
D,80,17,1-22-2015
F,164,49,1-24-2007
F,652,29,1-21-2017
D,435,3,1-23-2010
C,895,85,1-22-2016
F,951,87,1-21-2017
F,334,25,1-22-2016
D,457,7,1-21-2018
F,599,43,1-23-2012
C,488,27,1-23-2011
D,77,15,1-21-2019
A+,716,37,1-20-2023
F,506,80,1-24-2006
F,619,71,1-23-2011
A,44,35,1-24-2005
F,624,24,1-22-2015
F,723,0,1-20-2022
A+,287,21,1-24-2007
A+,475,95,1-21-2017
A,688,32,1-22-2014
D,236,81,1-21-2018
D,497,77,1-22-2015
B,336,38,1-23-2011
C,95,65,1-22-2016
F,50,20,1-21-2019
C,735,39,1-20-2024
F,579,89,1-24-2008
D,703,27,1-20-2021
A,863,17,1-23-2012
C,878,33,1-23-2011
C,615,76,1-22-2014
D,619,95,1-20-2022
C,456,84,1-22-2014
A+,809,47,1-21-2018
D,1,31,1-22-2015
A+,759,44,1-23-2009
B,426,37,1-24-2006
B,321,30,1-22-2016
A,970,72,1-20-2022
A,969,72,1-24-2008
C,929,31,1-25-2004
F,788,94,1-22-2014
D,484,28,1-21-2017
A+,686,71,1-22-2015
A+,601,17,1-24-2007
A+,750,62,1-20-2024
C,569,90,1-24-2005
A+,572,56,1-23-2009
A,532,16,1-21-2017
A,780,71,1-23-2011
B,245,76,1-24-2007
D,187,79,1-20-2021
A,313,76,1-20-2021
C,182,41,1-21-2017
B,521,37,1-20-2021
A+,470,17,1-24-2008
A,372,5,1-20-2024
F,130,88,1-21-2019
C,202,41,1-22-2013
A,147,36,1-22-2013
A+,879,66,1-24-2006
A+,434,24,1-24-2008
B,125,45,1-20-2024
F,382,74,1-20-2021
F,117,54,1-21-2019
A,539,72,1-23-2010
F,194,83,1-24-2005
C,762,92,1-20-2021
C,965,95,1-22-2015
A,365,80,1-24-2006
C,668,54,1-21-2020
D,119,40,1-22-2013
B,11,17,1-24-2005
C,496,74,1-22-2013
A+,73,37,1-24-2005
A,375,41,1-22-2013
D,683,2,1-22-2014
C,950,25,1-22-2016
C,803,87,1-20-2023
A,797,42,1-23-2012
F,682,58,1-23-2011
A,466,83,1-24-2008
A+,384,9,1-24-2005
A,875,58,1-22-2015
A,762,25,1-22-2013
F,994,35,1-22-2014
C,510,5,1-20-2023
A+,218,20,1-24-2007
A+,801,1,1-23-2011
B,822,59,1-22-2014
D,392,8,1-22-2013
D,718,8,1-24-2006
C,533,50,1-22-2015
F,630,14,1-22-2016
A+,130,19,1-24-2007
F,239,37,1-20-2023
C,456,86,1-23-2012
A+,145,9,1-21-2018
A+,288,20,1-24-2006
B,277,78,1-20-2021
F,928,47,1-23-2010
D,148,54,1-22-2013
D,426,11,1-21-2018
F,690,29,1-20-2022
A+,568,87,1-25-2004
F,928,71,1-20-2022
A+,625,95,1-22-2013
C,181,10,1-25-2004
A,964,15,1-21-2019
F,460,63,1-21-2018
F,299,86,1-24-2006
D,222,16,1-22-2013
D,753,70,1-24-2008
F,449,73,1-24-2007
D,54,55,1-24-2008
C,869,17,1-22-2014
F,100,58,1-21-2020
C,378,33,1-20-2023
D,808,72,1-20-2021
C,657,10,1-21-2017
D,985,53,1-20-2022
F,502,92,1-21-2018
A,103,72,1-24-2008
A+,171,92,1-22-2013
C,429,46,1-21-2017
F,487,38,1-22-2016
F,46,4,1-21-2020
C,234,44,1-24-2007
C,284,22,1-22-2014
A,726,22,1-24-2007
B,855,95,1-24-2008
F,459,23,1-23-2012
A,221,79,1-20-2024
A,399,17,1-20-2021
A+,957,55,1-24-2008
B,553,78,1-24-2008
B,501,45,1-21-2019
C,753,93,1-24-2007
B,15,42,1-25-2004
B,335,86,1-21-2017
A+,850,44,1-24-2005
F,262,84,1-20-2022
D,940,61,1-24-2008
F,475,88,1-24-2007
A,686,3,1-24-2008
D,718,70,1-23-2009
C,493,14,1-22-2015
B,777,91,1-20-2024
C,72,83,1-20-2024
C,972,83,1-20-2022
B,697,12,1-24-2007
D,85,62,1-23-2009
B,718,36,1-24-2006
A+,648,22,1-20-2024
C,54,33,1-22-2014
F,697,72,1-24-2006
A,286,45,1-20-2021
B,667,58,1-22-2016
A+,229,57,1-25-2004
A,651,12,1-22-2013
C,937,51,1-20-2023
C,740,15,1-23-2009
F,515,89,1-23-2011
D,802,32,1-20-2024
C,183,63,1-24-2005
F,490,74,1-23-2009
B,984,53,1-20-2022
B,553,66,1-23-2010
A+,165,81,1-20-2024
A+,457,42,1-20-2021
A+,969,77,1-24-2008
A+,513,47,1-22-2016
D,597,90,1-21-2020
A+,161,44,1-20-2022
D,822,56,1-22-2016
A+,223,26,1-20-2024
C,926,64,1-25-2004
D,824,51,1-21-2018
F,601,93,1-21-2018
A+,885,34,1-25-2004
A+,903,50,1-24-2005
F,343,57,1-21-2017
F,775,7,1-21-2017
F,560,94,1-22-2015
F,472,56,1-25-2004
C,275,31,1-20-2022
A,137,12,1-20-2023
A,427,32,1-24-2008
F,730,95,1-22-2014
C,311,51,1-24-2008
D,960,95,1-24-2006
D,617,91,1-24-2007
B,751,8,1-23-2009
C,901,14,1-22-2015
A,202,91,1-22-2016
F,781,82,1-25-2004
D,516,23,1-24-2007
F,173,84,1-21-2018
D,234,28,1-22-2015
A+,764,7,1-23-2012
A,826,93,1-21-2018
C,659,34,1-20-2022
A+,148,6,1-21-2017
F,967,52,1-25-2004
A+,302,34,1-20-2022
C,63,66,1-20-2024
C,946,73,1-22-2015
D,454,28,1-23-2012
A+,592,53,1-22-2016
D,55,32,1-21-2019
C,358,60,1-23-2009
A+,247,78,1-20-2021
D,681,66,1-23-2010
D,908,73,1-22-2015
D,190,48,1-20-2021
B,415,26,1-24-2008
B,179,40,1-22-2013
A+,640,54,1-23-2009
F,38,43,1-24-2008
F,252,78,1-23-2012
A,592,56,1-22-2015
B,134,91,1-24-2005
A+,293,35,1-21-2020
A,432,3,1-20-2023
C,149,60,1-21-2017
A,754,34,1-23-2012
B,791,70,1-21-2019
B,396,19,1-23-2010
D,447,70,1-24-2007
B,478,89,1-20-2021
B,791,80,1-20-2024
C,231,14,1-20-2021
F,370,62,1-20-2021
A+,217,90,1-20-2021
B,838,21,1-25-2004
B,855,52,1-24-2007
C,666,70,1-22-2016
A+,716,10,1-20-2023
A,763,54,1-21-2017
A+,520,90,1-21-2018
A,352,30,1-21-2017
C,316,93,1-22-2015
C,863,82,1-24-2006
A+,156,89,1-22-2013
D,705,64,1-22-2013
A+,492,4,1-21-2019
A+,354,14,1-24-2006
A+,931,1,1-22-2013
C,388,94,1-22-2014
B,289,23,1-22-2015
A+,882,47,1-22-2014
A+,517,0,1-20-2024
D,630,51,1-22-2016
A,868,16,1-22-2015
A+,94,61,1-24-2008
A,411,0,1-22-2015
B,129,30,1-24-2005
A,51,81,1-21-2018
F,539,17,1-23-2012
A+,559,70,1-21-2020
A+,818,1,1-22-2013
F,33,78,1-22-2013
D,364,53,1-23-2009
A,648,60,1-21-2019
A+,734,6,1-21-2017
C,488,61,1-20-2024
C,739,65,1-20-2021
F,548,82,1-22-2015
C,722,40,1-24-2008
A,870,61,1-21-2020
C,453,58,1-22-2015
B,588,88,1-21-2018
B,514,5,1-23-2010
F,145,4,1-21-2019
F,193,71,1-20-2023
B,427,93,1-20-2021
A+,828,33,1-22-2014
A+,291,35,1-20-2024
F,703,2,1-24-2007
C,766,87,1-25-2004
B,343,62,1-20-2022
A+,124,55,1-25-2004
B,31,25,1-22-2015
B,620,33,1-21-2019
C,899,14,1-22-2013
F,916,35,1-22-2013
C,99,5,1-24-2008
F,380,76,1-22-2014
D,633,90,1-22-2014
C,527,13,1-24-2008
C,258,6,1-20-2022
D,60,0,1-20-2021
A+,611,10,1-22-2013
C,773,90,1-22-2013
A+,694,72,1-20-2022
A,202,74,1-23-2012
F,574,75,1-23-2011
A+,258,62,1-21-2020
B,729,86,1-25-2004
B,774,87,1-22-2015
B,409,94,1-20-2023
C,500,6,1-24-2008
C,463,40,1-22-2016
D,963,72,1-21-2017
C,291,7,1-24-2005
C,812,4,1-21-2020
F,450,57,1-23-2011
D,935,95,1-24-2007
C,125,73,1-21-2017
B,980,30,1-21-2018
F,238,45,1-22-2013
A,116,22,1-21-2020
B,558,69,1-23-2012
F,175,59,1-21-2017
C,276,58,1-23-2011
C,106,49,1-25-2004
B,549,7,1-22-2013
D,46,87,1-23-2009
F,7,48,1-24-2006
C,638,66,1-24-2008
A,504,2,1-21-2018
B,366,92,1-25-2004
D,44,79,1-20-2023
C,179,17,1-22-2015
F,825,33,1-20-2022
F,386,65,1-22-2015
A,877,16,1-23-2009
A+,165,94,1-23-2009
D,232,28,1-20-2024
C,723,74,1-20-2023
F,186,48,1-20-2023
D,884,66,1-22-2016
D,113,93,1-21-2019
D,925,24,1-21-2018
A+,272,23,1-21-2017
A,769,75,1-22-2013
F,208,28,1-24-2008
F,79,95,1-25-2004
A+,72,62,1-20-2023
B,967,19,1-23-2010
A+,653,91,1-20-2024
B,230,39,1-24-2008
A,578,82,1-24-2007
A+,508,80,1-23-2012
C,584,72,1-25-2004
A,276,93,1-24-2008
A,796,56,1-22-2013
F,619,90,1-23-2012
B,515,75,1-23-2011
D,68,25,1-21-2020
A+,878,10,1-23-2009
C,866,45,1-21-2018
B,32,38,1-24-2005
B,992,84,1-23-2012
C,641,71,1-24-2007
A,385,42,1-24-2007
D,127,80,1-24-2005
D,200,1,1-25-2004
D,13,86,1-21-2017
B,445,64,1-22-2015
D,339,69,1-23-2012
D,131,84,1-25-2004
C,629,63,1-21-2018
D,652,43,1-23-2012
F,363,93,1-23-2010
C,288,32,1-20-2024
A+,806,36,1-24-2005
A,680,68,1-22-2014
B,634,35,1-23-2010
A,780,29,1-23-2012
B,928,72,1-23-2011
B,433,81,1-23-2009
C,361,80,1-23-2010
A,459,69,1-21-2017
A+,869,24,1-21-2020
F,61,20,1-22-2016
D,91,73,1-21-2020
B,603,61,1-21-2020
D,416,47,1-24-2006
C,615,65,1-22-2016
C,203,29,1-23-2011
A+,91,38,1-21-2019
A,630,69,1-22-2013
D,967,49,1-20-2022
A,496,75,1-20-2023
C,841,10,1-24-2005
F,981,28,1-24-2008
C,657,60,1-24-2007
A,610,95,1-24-2005
C,397,91,1-20-2024
B,234,32,1-24-2005
D,291,58,1-21-2018
A,558,40,1-22-2016
A,721,1,1-22-2015
A,909,25,1-23-2012
F,78,50,1-21-2020
A,78,65,1-22-2015
C,734,14,1-20-2023
F,126,30,1-21-2017
A+,521,11,1-24-2006
F,521,62,1-21-2017
F,331,67,1-22-2014
D,419,90,1-20-2023
C,808,49,1-22-2015
D,718,15,1-22-2014
D,773,75,1-20-2023
A+,544,58,1-22-2016
B,881,71,1-22-2014
C,71,8,1-24-2007
B,36,40,1-22-2013
A,70,73,1-24-2005
F,616,82,1-24-2006
A,164,33,1-22-2015
C,93,92,1-22-2016
A,606,61,1-24-2005
C,656,31,1-20-2022
D,166,89,1-20-2022
D,414,94,1-24-2006
A+,916,31,1-22-2014
A,90,66,1-20-2024
F,676,66,1-24-2006
B,954,9,1-22-2016
A+,530,62,1-24-2006
A+,763,46,1-23-2011
A,829,11,1-23-2010
B,710,0,1-21-2018
F,897,11,1-21-2020
B,127,35,1-24-2007
B,808,87,1-20-2021
A+,637,93,1-22-2016
D,459,65,1-21-2019
B,221,83,1-24-2005
F,790,2,1-21-2020
A,689,22,1-24-2005
A,234,13,1-24-2007
C,925,88,1-21-2017
C,601,59,1-20-2022
F,547,46,1-22-2016
A+,181,44,1-21-2018
F,594,82,1-24-2008
A,832,34,1-21-2019
C,818,87,1-20-2021
A,185,15,1-21-2017
B,382,64,1-21-2020
C,453,33,1-20-2021
D,368,31,1-22-2015
D,40,6,1-22-2016
A,197,56,1-21-2020
D,270,70,1-20-2022
A+,792,66,1-21-2017
A,733,93,1-20-2024
D,826,19,1-22-2016
D,879,15,1-23-2012
A+,837,1,1-23-2009
C,660,2,1-22-2014
F,991,58,1-23-2011
C,882,49,1-25-2004
A,740,3,1-21-2018
B,28,48,1-24-2005
A+,184,67,1-22-2015
B,251,20,1-24-2007
C,302,4,1-23-2010
F,977,41,1-23-2009
B,550,40,1-24-2005
F,613,44,1-22-2014
B,317,13,1-20-2024
A,584,88,1-25-2004
B,57,32,1-20-2021
D,803,16,1-20-2021
D,551,26,1-24-2008
D,167,8,1-20-2024
D,633,66,1-24-2006
A,982,84,1-20-2021
D,71,75,1-24-2007
F,653,66,1-22-2015
D,944,82,1-23-2010
B,471,4,1-22-2013
C,883,81,1-22-2013
A+,447,95,1-20-2023
D,789,37,1-24-2006
A+,18,13,1-22-2014
A,66,7,1-23-2011
D,226,21,1-24-2008
C,872,72,1-25-2004
A+,595,30,1-20-2022
A,466,13,1-20-2024
D,67,65,1-22-2015
C,331,25,1-23-2009
F,90,62,1-24-2005
B,742,30,1-23-2009
D,815,24,1-23-2009
D,440,79,1-21-2017
D,186,95,1-23-2009
A+,569,59,1-23-2012
D,847,49,1-20-2023
C,610,43,1-20-2022
B,100,88,1-20-2024
F,312,22,1-24-2006
A,865,72,1-24-2008
A+,235,72,1-23-2011
D,840,42,1-22-2014
A+,294,8,1-21-2017
A+,35,61,1-22-2014
F,774,26,1-21-2018
C,74,63,1-22-2013
A+,230,91,1-24-2005
D,943,23,1-21-2019
A,631,93,1-23-2009
A+,725,36,1-23-2010
A,733,31,1-21-2017
B,848,40,1-25-2004
A+,184,46,1-24-2006
F,989,84,1-23-2012
A+,323,60,1-21-2020
D,372,20,1-21-2017
C,659,35,1-22-2016
D,150,68,1-21-2018
B,527,17,1-24-2005
F,742,68,1-20-2022
A+,327,37,1-22-2015
A,150,25,1-20-2024
F,986,88,1-23-2012
D,236,21,1-21-2020
A,488,30,1-24-2008
B,881,18,1-20-2022
A,615,26,1-22-2016
D,852,58,1-22-2016
B,539,32,1-21-2017
F,393,52,1-21-2019
F,893,33,1-24-2006
A+,468,50,1-20-2024
D,516,85,1-22-2015
C,680,69,1-20-2021
F,630,5,1-24-2005
B,637,80,1-21-2017
A+,224,29,1-20-2024
D,946,72,1-22-2016
D,877,10,1-21-2019
A+,724,55,1-21-2019
A,760,8,1-23-2010
D,258,57,1-20-2024
F,307,81,1-23-2010
F,56,71,1-21-2020
D,506,3,1-20-2022
B,770,14,1-21-2017
B,989,9,1-23-2010
C,678,42,1-20-2021
D,705,51,1-24-2008
D,980,55,1-22-2015
A,904,35,1-24-2008
C,895,90,1-23-2009
A,923,62,1-21-2017
A,266,89,1-20-2022
C,859,6,1-20-2023
A,215,26,1-22-2014
A+,106,27,1-24-2008
A,950,90,1-25-2004
C,278,42,1-20-2021
C,226,56,1-21-2017
D,491,26,1-20-2021
A+,931,81,1-22-2013
A,422,89,1-23-2011
F,483,9,1-24-2005
A,336,28,1-21-2018
A+,978,95,1-23-2009
A+,815,33,1-24-2008
B,312,31,1-23-2011
B,955,72,1-25-2004
D,653,78,1-21-2017
A,339,22,1-24-2008
C,771,52,1-20-2022
A,972,62,1-21-2017
B,581,44,1-21-2020
D,2,34,1-22-2013
F,349,89,1-24-2007
F,492,53,1-20-2022
B,469,79,1-21-2018
F,232,33,1-22-2015
A,234,52,1-24-2005
A,736,81,1-22-2015
A+,564,11,1-23-2009
F,856,63,1-21-2018
C,346,1,1-20-2023
F,418,71,1-20-2023
F,73,5,1-22-2014
A,846,18,1-22-2013
C,806,47,1-20-2021
C,18,64,1-20-2023
F,672,32,1-22-2013
A,407,65,1-22-2015
A,209,50,1-25-2004
B,830,59,1-23-2012
B,117,37,1-21-2020
D,544,84,1-21-2017
C,840,48,1-23-2009
F,433,29,1-24-2008
B,835,28,1-20-2023
A,989,79,1-24-2007
A+,822,39,1-21-2020
D,156,38,1-21-2017
B,150,38,1-23-2009
C,77,70,1-23-2009
B,166,72,1-23-2010
A+,286,14,1-20-2023
C,533,15,1-22-2013
B,686,67,1-20-2024
B,446,46,1-20-2021
A,293,52,1-22-2015
B,738,61,1-22-2013
A,765,17,1-20-2022
A+,49,67,1-24-2006
F,271,78,1-23-2011
C,757,4,1-23-2012
A,212,14,1-21-2019
A+,510,92,1-21-2020
F,815,79,1-20-2022
D,690,17,1-24-2007
A,250,87,1-24-2005
F,892,94,1-22-2014
A,4,84,1-23-2010
A,366,27,1-20-2022
F,828,83,1-24-2006
F,473,6,1-23-2012
B,241,85,1-22-2015
B,583,1,1-23-2012
A+,848,11,1-24-2008
A+,386,73,1-20-2022
A,996,90,1-20-2022
D,375,46,1-22-2014
A+,771,51,1-23-2011
B,259,37,1-22-2014
D,846,28,1-22-2015
A+,680,46,1-20-2024
B,350,67,1-25-2004
B,816,89,1-24-2006
D,155,5,1-22-2015
A,956,65,1-20-2022
C,592,75,1-21-2018
D,814,62,1-23-2012
A+,219,66,1-23-2012
B,491,65,1-21-2017
F,697,19,1-21-2018
D,608,7,1-22-2014
F,425,35,1-23-2011
A+,412,16,1-24-2005
A+,666,49,1-21-2020
A,318,65,1-23-2012
A,187,27,1-20-2023
C,309,53,1-22-2013
C,413,25,1-25-2004
B,900,65,1-24-2006
B,613,25,1-20-2023
D,651,1,1-22-2016
C,587,95,1-23-2012
A+,384,27,1-21-2018
F,255,72,1-23-2011
C,707,69,1-24-2008
F,128,89,1-24-2006
D,227,29,1-20-2023
C,358,2,1-24-2008
A+,587,48,1-24-2005
